task_id,mcp_ids
2739,"[461, 2265, 2302, 2894, 3563, 3979, 4276, 4564, 535, 583, 515, 2419, 517, 822, 111, 4373, 4283, 3989]"
2740,"[147, 148, 161, 162, 164, 165, 166, 169, 172, 179, 5018]"
2741,"[953, 1917, 2430, 2495, 2749, 2752, 3339, 3348, 3902, 4084, 3397, 2822, 4627]"
2742,"[1855, 449, 1108, 2059, 2198, 2612, 2964, 3121, 3469, 3538, 5128, 4942]"
2743,"[45, 336, 343, 592, 1945, 1947, 2338, 2601, 2994, 3079, 3982, 324, 2327, 4327, 196, 706]"
2744,"[5287, 5606, 476, 1052, 3346, 5039, 4128, 2552, 5610, 2696, 5074]"
2745,"[1855, 449, 1108, 2198, 2612, 2964, 3121, 3469, 3538, 3605, 5128, 2438]"
2746,"[5233, 223, 235, 488, 615, 670, 718, 1184, 1208, 1339, 4143]"
2747,"[1067, 1801, 3787, 4674, 2894, 3563, 3979, 4276, 4564, 92, 4967, 15, 239, 1194]"
2748,"[4731, 957, 5370, 2961, 4788, 4779, 3247, 5313, 199, 4722, 3826, 1824]"
2749,"[3507, 3042, 3043, 5319, 470, 895, 4474, 5113, 5321, 489, 4143, 5373, 2636, 2438, 471, 5588, 5581]"
2750,"[4325, 322, 441, 3691, 5629, 2356, 2386, 4111, 5425, 176]"
2751,"[1354, 2019, 4776, 918, 994, 1699, 2713, 3362, 3590, 3694, 5203, 5319, 3200, 1369, 5450, 5455]"
2752,"[918, 3362, 3694, 4173, 4205, 5070, 5203, 5450, 5455, 3153, 214]"
2753,"[3787, 4674, 4564, 72, 75, 76, 78, 81, 82, 83, 4967]"
2754,"[4898, 5438, 3757, 4246, 5161, 5305, 3009, 999, 3805, 243]"
2755,"[5321, 489, 989, 1054, 1639, 1885, 1966, 2111, 2148, 2627, 5373, 2438, 471, 5588, 5581, 994, 5081, 3200]"
2756,"[2697, 3147, 1971, 941, 1986, 2664, 4913, 4717, 1788, 3292, 214]"
2757,"[915, 4229, 1150, 2134, 3604, 463, 1240, 2231, 3827, 3930, 3787, 195, 1403, 1801, 1067, 1720, 2800, 5267]"
2758,"[3827, 1240, 2231, 3930, 2149, 176, 1826, 1867, 3026, 147, 3787, 3604, 2134, 1403, 1801, 434, 1609, 1067]"
2759,"[489, 989, 1054, 1639, 1885, 1966, 2111, 2148, 2627, 3194, 5373, 471, 5588, 5581, 214, 994, 5081, 3200]"
2760,"[176, 1826, 1867, 2149, 3026, 600, 726, 772, 775, 857, 3604, 2134, 4792, 119]"
2761,"[5041, 2338, 2601, 2994, 3079, 4561, 4828, 5057, 1670, 3200, 1309]"
2762,"[600, 726, 772, 775, 857, 871, 875, 876, 881, 884, 1415, 5295, 4798]"
2763,"[3886, 5133, 5145, 1423, 1537, 2287, 3279, 5017, 1365, 1622, 3397, 2822]"
2764,"[2994, 3079, 4561, 4828, 5057, 3768, 1859, 4620, 5249, 2967, 365, 663, 2991, 4283, 3787, 195]"
2765,"[871, 875, 876, 881, 884, 942, 997, 1068, 1117, 1136, 968, 3335, 3634]"
2766,"[930, 939, 1101, 1151, 1250, 1534, 1596, 2045, 2046, 2219, 3982, 324, 2327, 3590, 4327, 196, 706]"
2767,"[5041, 871, 875, 876, 881, 884, 942, 997, 1068, 1117, 1309]"
2768,"[3412, 4602, 4707, 4813, 4941, 4942, 4943, 4944, 4945, 4946, 285, 4105, 3547, 3026, 118, 4585, 4633, 3301]"
2769,"[953, 1917, 2430, 2495, 2749, 2752, 3339, 3348, 3902, 4084, 822, 360, 4942, 2662, 49, 3097]"
2770,"[199, 732, 754, 1075, 1522, 1535, 1656, 1657, 2430, 3123, 797, 5047, 873]"
2771,"[4561, 4828, 5057, 1432, 4748, 4395, 1575, 1471, 4358, 490]"
2772,"[206, 227, 234, 273, 293, 295, 332, 393, 396, 442, 5110, 5049, 5604, 980]"
2773,"[325, 1216, 1809, 3036, 3200, 3292, 3988, 4500, 4508, 504, 5584, 5582, 1349, 4143, 5592, 5593]"
2774,"[2210, 1002, 501, 2091, 4041, 3638, 2380, 1832, 1411, 3993, 1309]"
2775,"[72, 75, 76, 78, 81, 82, 83, 93, 94, 97, 488, 1824]"
2776,"[152, 153, 154, 164, 169, 172, 175, 180, 182, 183, 869, 870]"
2777,"[206, 227, 234, 273, 293, 295, 332, 393, 396, 442, 5074]"
2778,"[74, 100, 111, 125, 135, 140, 155, 160, 161, 163, 797]"
2779,"[4779, 452, 453, 529, 550, 636, 637, 1085, 1771, 1835, 1309]"
2780,"[332, 393, 396, 442, 458, 474, 521, 582, 595, 651, 5133, 3886, 1423, 1537, 2287, 3397, 2822, 3279]"
2781,"[4173, 4205, 5070, 5203, 5455, 458, 4232, 2096, 140, 4201]"
2782,"[4898, 172, 175, 180, 182, 183, 191, 193, 196, 197]"
2783,"[175, 180, 183, 191, 193, 196, 197, 198, 200, 205, 797, 5047, 2518]"
2784,"[301, 3386, 584, 5520, 5076, 1827, 3249, 2039, 1728, 5305, 3930]"
2785,"[458, 474, 521, 582, 595, 651, 701, 729, 764, 843, 5616, 2438, 2352, 5049]"
2786,"[5309, 1576, 236, 459, 977, 1206, 1549, 2807, 2857, 3522, 1059, 2231, 1037, 1485, 3930, 2331, 1240]"
2787,"[161, 165, 179, 181, 186, 191, 193, 200, 209, 211, 1805]"
2788,"[1051, 4990, 996, 428, 1833, 3848, 2755, 2109, 2795, 3510, 1067, 4418, 5128, 5110]"
2789,"[474, 521, 582, 595, 651, 701, 729, 764, 843, 845, 5133, 3886, 1423, 1537, 2287, 3397, 2822, 3279]"
2790,"[942, 997, 1068, 1117, 1136, 1302, 1372, 1373, 1375, 1410, 2231]"
2791,"[5233, 223, 235, 488, 615, 718, 1339, 1414, 1515, 1589, 2438, 83, 4369, 4669, 765]"
2792,"[3381, 2171, 1022, 4743, 5311, 4979, 943, 4996, 420, 4671, 4898]"
2793,"[4943, 4944, 4945, 4946, 5524, 5528, 5529, 5635, 5573, 2484, 797, 1156, 4174]"
2794,"[2004, 2111, 3002, 5379, 232, 266, 269, 357, 371, 513, 441, 3691]"
2795,"[3392, 4934, 4795, 5456, 2569, 2778, 3818, 1648, 299, 1624, 869, 870, 3162]"
2796,"[304, 479, 553, 695, 720, 781, 792, 890, 892, 1012, 3162, 4436, 104]"
2797,"[504, 846, 1019, 1073, 1369, 2684, 2937, 3036, 3076, 3637, 5129, 797, 1699]"
2798,"[2259, 824, 3921, 3870, 1935, 2655, 412, 2044, 208, 3530, 365, 4143, 797, 663, 2991]"
2799,"[2131, 1806, 2447, 5167, 711, 4827, 4694, 2043, 1629, 2863, 797, 214]"
2800,"[232, 266, 269, 357, 371, 513, 550, 561, 606, 621, 441, 3691]"
2801,"[3951, 889, 241, 3737, 4998, 3208, 2113, 4028, 5312, 1084, 4523, 3569]"
2802,"[633, 1309, 4056, 634, 635, 638, 3041, 579, 219, 529]"
2803,"[4801, 1158, 5010, 4508, 4509, 1696, 2478, 3064, 849, 1954, 3588, 2143, 5434]"
2804,"[4164, 5574, 1963, 5091, 3186, 4151, 645, 4479, 793, 5202, 4523, 3249]"
2805,"[5122, 45, 336, 343, 592, 742, 1018, 1701, 1945, 1947, 4523]"
2806,"[4508, 4509, 5186, 167, 274, 312, 1376, 1489, 1553, 1779, 4523, 1711]"
2807,"[1000, 2586, 5639, 1761, 2124, 3589, 2437, 1785, 4891, 541, 4523]"
2808,"[6, 8, 64, 70, 87, 124, 127, 128, 132, 159, 950, 4523]"
2809,"[1, 2, 4, 7, 9, 10, 11, 14, 15, 20, 4523, 5099]"
2810,"[4508, 4509, 5029, 1011, 3132, 3467, 4718, 4779, 5359, 4864, 4523]"
2811,"[254, 577, 716, 742, 1018, 1853, 1854, 2220, 2257, 2999, 1711, 2143, 3602, 3663]"
2812,"[657, 3407, 5068, 4720, 3117, 1470, 1837, 2528, 134, 4168, 4523]"
2813,"[5122, 146, 204, 245, 251, 272, 394, 439, 457, 535]"
2814,"[633, 1309, 634, 635, 638, 4056, 579, 3041, 2146, 3140, 4523]"
2815,"[4801, 1158, 5010, 849, 1954, 2445, 3779, 4615, 4909, 5476, 4523]"
2816,"[5029, 657, 775, 975, 1011, 1078, 1563, 1698, 2094, 3132, 4523, 560]"
2817,"[254, 577, 716, 742, 1018, 1853, 1854, 2220, 2257, 2999, 4523]"
2818,"[5186, 167, 274, 312, 1376, 1489, 1553, 1779, 2365, 3430, 1824, 488, 5425, 983, 1748, 822, 1764, 4523]"
2819,"[3886, 5133, 1423, 1537, 2287, 2822, 3279, 3397, 278, 596]"
2820,"[5029, 657, 775, 975, 1011, 1078, 1563, 1698, 2094, 3132, 2143, 4523, 79, 1546, 2560, 3922]"
2821,"[4942, 573, 574, 579, 585, 1186, 5530, 42, 1060, 1231, 4523, 2963]"
2822,"[5074, 278, 596, 749, 882, 1253, 1489, 1745, 1746, 1826, 950, 4523]"
2823,"[4164, 278, 596, 749, 882, 1253, 1745, 1746, 1826, 2046, 4523]"
2824,"[775, 975, 1078, 1563, 1698, 2094, 3467, 4718, 4779, 5359, 4523, 2976]"
2825,"[1754, 1755, 772, 1343, 1696, 2007, 2478, 3064, 3178, 4510, 4523, 3360, 214]"
2826,"[61, 103, 263, 402, 407, 410, 411, 631, 676, 817, 4121, 5312]"
2827,"[2797, 2856, 42, 1060, 1231, 2391, 2785, 3066, 3763, 4253, 4523, 772, 1309]"
2828,"[5128, 6, 8, 64, 70, 87, 124, 127, 128, 132, 1061, 5203]"
2829,"[2797, 42, 1060, 1231, 2391, 2785, 2856, 3066, 3763, 4253, 4523]"
2830,"[4942, 4626, 353, 2750, 2751, 3657, 4400, 4624, 2785, 4253, 4523]"
2831,"[3886, 5133, 1423, 1537, 2287, 2822, 3279, 3397, 6, 8]"
2832,"[4320, 4319, 1, 2, 4, 7, 9, 10, 11, 14, 4523, 4192]"
2833,"[5074, 203, 3079, 3735, 3865, 5295, 720, 1847, 4715, 1014, 3602]"
2834,"[4942, 353, 2750, 2751, 3657, 4400, 4624, 4626, 2391, 2856, 3397, 2822, 4523, 4084]"
2835,"[5186, 167, 312, 1553, 3430, 274, 1376, 1779, 2365, 3961, 3826]"
2836,"[45, 336, 343, 592, 1701, 1945, 1947, 2059, 2338, 2601, 4988, 2866, 2752, 2545]"
2837,"[5074, 1, 2, 4, 7, 9, 10, 11, 14, 15, 593, 5182, 2883, 961]"
2838,"[2365, 3430, 3961, 772, 1343, 1696, 2007, 2478, 3064, 3178, 2143, 1824, 488]"
2839,"[3961, 772, 1343, 2007, 3178, 4510, 4523, 4864, 5209, 146, 3602, 5476, 1546, 1236, 475, 4663, 1824]"
2840,"[3604, 1938, 3049, 3091, 5408, 15, 5178, 4180, 5476, 1826, 3104, 4523, 3602, 4922]"
2841,"[3335, 4814, 968, 1681, 3887, 1635, 2923, 1415, 1212, 873, 3397, 3588, 3634, 2822]"
2842,"[5122, 5, 13, 16, 17, 19, 21, 22, 25, 27, 4523]"
2843,"[353, 2750, 2751, 3657, 4400, 4624, 4626, 3066, 3763, 5524, 3397, 2822]"
2844,"[5524, 361, 392, 726, 1156, 1927, 2029, 2854, 277, 753, 4523, 2430, 825, 12, 3397, 678]"
2845,"[573, 574, 585, 1186, 5530, 5524, 2963, 4510, 4523, 4864]"
2846,"[23, 24, 26, 29, 31, 41, 43, 44, 46, 52, 5122, 975]"
2847,"[749, 882, 1253, 1745, 1746, 2046, 2095, 2231, 2518, 2620, 4523]"
2848,"[2046, 2095, 2231, 2518, 2620, 2757, 2770, 3192, 3310, 3654, 4523]"
2849,"[23, 24, 26, 29, 31, 41, 43, 44, 46, 52, 4523]"
2850,"[146, 204, 245, 251, 272, 394, 439, 457, 535, 583, 657]"
2851,"[633, 1309, 634, 635, 638, 4056, 3041, 219, 452, 453, 3602]"
2852,"[3467, 4718, 4779, 5359, 4523, 5209, 45, 336, 343, 592, 3041, 2345]"
2853,"[3886, 5133, 1537, 2822, 3397, 1423, 2287, 3279, 5, 13]"
2854,"[1701, 1945, 1947, 2059, 2338, 2601, 2994, 3079, 4561, 4828, 3397, 2822]"
2855,"[361, 392, 726, 1156, 1927, 2029, 2854, 277, 753, 822, 2752]"
2856,"[4164, 61, 103, 263, 402, 407, 410, 411, 631, 676, 3235, 4524, 772]"
2857,"[573, 574, 585, 1186, 5530, 2963, 5209, 88, 113, 153, 4523]"
2858,"[2797, 5041, 3735, 144, 205, 339, 344, 567, 726, 830, 4523]"
2859,"[1754, 1755, 709, 3746, 1756, 164, 5437, 3710, 3925, 951, 5182, 2883, 2963, 961, 4523]"
2860,"[4319, 4320, 204, 245, 251, 272, 394, 439, 457, 535, 4523, 5047]"
2861,"[5041, 3735, 144, 205, 339, 344, 567, 830, 1109, 1201, 4523]"
2862,"[23, 24, 26, 29, 31, 41, 43, 44, 46, 52, 3235, 4523, 3397, 2822]"
2863,"[61, 103, 263, 402, 407, 410, 411, 631, 676, 817, 950, 3033, 4523]"
2864,"[1770, 3609, 4977, 741, 2199, 3367, 3635, 1431, 4932, 4542, 4801, 2866, 394, 2545]"
2865,"[254, 577, 716, 1853, 1854, 2220, 2257, 2999, 3153, 3412, 1824, 848, 1748, 2108, 2565]"
2866,"[4319, 4320, 1709, 879, 3601, 4291, 2337, 4771, 854, 1728, 4523]"
2867,"[5128, 583, 600, 857, 871, 875, 876, 881, 884, 942, 4121, 5203, 5312, 4476, 716, 1185]"
2868,"[5041, 79, 94, 144, 186, 205, 339, 344, 356, 361, 4523]"
2869,"[4814, 3335, 968, 64, 70, 87, 124, 127, 128, 132, 4523]"
2870,"[4801, 1158, 5010, 849, 1954, 2445, 3779, 4615, 4909, 5476, 4523, 1240]"
2871,"[3335, 4814, 968, 5, 13, 16, 17, 19, 21, 22, 4523, 3634]"
2872,"[817, 930, 939, 1101, 1151, 1250, 1534, 1596, 2045, 2219, 4523, 3397, 5122, 2822, 1236]"
2873,"[20, 21, 34, 35, 36, 37, 38, 40, 47, 49, 4523, 848]"
2874,"[2963, 2231, 88, 113, 153, 364, 371, 438, 442, 502, 5120, 4523]"
2875,"[5636, 2716, 1232, 404, 2223, 782, 5626, 3880, 370, 3431, 4523]"
2876,"[392, 1156, 1927, 2029, 277, 753, 822, 1917, 2495, 2749, 4523]"
2877,"[4683, 5327, 4013, 5377, 1688, 5606, 2599, 1056, 3529, 3313, 3397, 2822, 1824]"
2878,"[78, 5479, 4504, 2348, 5408, 2045, 766, 4346, 134, 5425, 4523]"
2879,"[2854, 822, 953, 1917, 2430, 2495, 2749, 2752, 3339, 3348, 3397, 2822]"
2880,"[3153, 3412, 4139, 4597, 4602, 4707, 4813, 4941, 4943, 4944, 3397, 2822]"
2881,"[583, 600, 857, 871, 875, 876, 881, 884, 942, 997, 4523, 3397, 3588, 5312, 3100, 3634, 2822, 3335]"
2882,"[5079, 3336, 5633, 4390, 2578, 5152, 5429, 5315, 5375, 1413, 560, 4988]"
2883,"[930, 939, 1101, 1151, 1250, 1534, 1596, 2045, 2219, 2302, 3235, 2389, 2143, 4665, 4523]"
2884,"[5128, 600, 857, 871, 875, 876, 881, 884, 942, 997, 4523]"
2885,"[16, 17, 19, 22, 25, 27, 30, 32, 33, 34, 5256, 4523]"
2886,"[2059, 2338, 2601, 2994, 3079, 4561, 4828, 5057, 109, 1249, 657, 1701]"
2887,"[1754, 1755, 997, 1068, 1117, 1136, 1302, 1372, 1373, 1375, 4523, 1711]"
2888,"[2445, 3779, 4615, 4909, 1068, 1117, 1136, 1302, 1372, 1373, 4523, 4382]"
2889,"[53, 55, 57, 65, 68, 73, 80, 84, 86, 88, 4523, 2430, 5128]"
2890,"[3153, 3412, 4139, 4597, 4602, 4707, 4813, 4941, 4943, 4944, 716, 4320, 975]"
2891,"[930, 939, 1101, 1151, 1250, 1534, 1596, 2219, 2302, 2337, 4523, 3634, 3335, 968, 4814, 61]"
2892,"[159, 206, 227, 233, 234, 273, 293, 295, 332, 393, 4523]"
2893,"[20, 34, 35, 36, 37, 38, 40, 47, 49, 53, 4524, 772, 657]"
2894,"[219, 529, 550, 636, 637, 1085, 1771, 2160, 2247, 2302, 1309]"
2895,"[1068, 1117, 1136, 1302, 1372, 1373, 1375, 1410, 1412, 1456, 4523, 4676]"
2896,"[5529, 113, 153, 364, 371, 438, 442, 502, 575, 578, 2963]"
2897,"[4513, 1197, 781, 480, 4842, 4066, 12, 2801, 2736, 1304, 214, 4523, 1546, 1711, 2560, 3922, 1011, 1736]"
2898,"[2337, 2420, 2462, 2600, 2810, 2853, 2954, 3104, 3114, 3152, 657, 4523]"
2899,"[2420, 2462, 2600, 2810, 2853, 2954, 3104, 3114, 3152, 3315, 4523, 3602, 2977, 4922, 4877]"
2900,"[3869, 1089, 2885, 3350, 4489, 4162, 642, 768, 2212, 551, 4523, 5074]"
2901,"[1284, 2111, 1487, 2419, 234, 3739, 3642, 237, 1146, 2443, 4164, 1236, 475]"
2902,"[735, 1624, 3544, 275, 636, 1418, 3187, 4439, 3478, 5454, 4523]"
2903,"[2095, 2518, 2620, 2757, 2770, 3192, 3310, 3654, 3782, 3906, 3602]"
2904,"[1375, 1410, 1412, 1456, 1492, 1499, 1580, 1600, 1608, 1636, 5074]"
2905,"[2994, 4561, 4828, 5057, 909, 3794, 422, 3731, 877, 1123, 4320, 4523]"
2906,"[529, 550, 636, 637, 1085, 1771, 2160, 2247, 2807, 3140, 1309]"
2907,"[452, 453, 550, 637, 1085, 1771, 1835, 2146, 2160, 2247, 1309]"
2908,"[4139, 4597, 4602, 4707, 4813, 4941, 4943, 4944, 4945, 4946, 4523]"
2909,"[2757, 2770, 3192, 3310, 3654, 3782, 3906, 4273, 4750, 4931, 5074, 4523]"
2910,"[25, 27, 30, 32, 33, 35, 36, 37, 40, 48, 4523, 3235, 1073, 2389, 5122]"
2911,"[5164, 3367, 177, 1230, 1574, 2030, 2279, 2064, 5633, 2047, 5122, 3616, 4988]"
2912,"[38, 47, 49, 53, 55, 57, 58, 59, 62, 65, 3335, 968]"
2913,"[1196, 1599, 1761, 3507, 4232, 4501, 4512, 4661, 4988, 4997, 4523]"
2914,"[953, 1917, 2430, 2495, 2749, 2752, 3339, 3348, 3902, 4084, 825, 4523]"
2915,"[5590, 1763, 5116, 2548, 169, 873, 3638, 5115, 2587, 4766, 4523, 3235, 2389, 4901]"
2916,"[159, 206, 227, 233, 234, 273, 293, 295, 332, 393, 2143, 3602, 5010, 1158, 2441, 4523, 1527, 5608]"
2917,"[55, 57, 58, 59, 62, 65, 67, 68, 71, 73, 4523, 5074]"
2918,"[3782, 3906, 4273, 4750, 4931, 5005, 5234, 5235, 5237, 5521, 4523, 3634, 3335, 968, 4814]"
2919,"[79, 94, 186, 356, 559, 561, 567, 598, 683, 684, 4523, 1309]"
2920,"[371, 438, 502, 575, 803, 974, 1000, 1224, 1390, 1639, 2963]"
2921,"[4273, 4750, 4931, 5005, 5234, 5235, 5237, 2664, 4360, 4349, 4523]"
2922,"[364, 680, 1149, 1567, 1952, 2793, 2870, 2919, 2946, 2986, 2963]"
2923,"[5005, 5234, 5235, 5237, 2992, 5093, 3982, 4522, 5052, 2758, 4523, 3588]"
2924,"[206, 227, 233, 273, 293, 295, 332, 393, 396, 442, 5122]"
2925,"[79, 94, 186, 356, 559, 561, 598, 683, 684, 738, 4523]"
2926,"[452, 453, 1835, 2146, 2807, 2974, 3140, 3326, 3330, 3544, 1309]"
2927,"[396, 458, 474, 505, 521, 582, 595, 651, 701, 729, 3100]"
2928,"[1410, 1412, 1456, 1492, 1499, 1580, 1600, 1608, 1636, 1659, 4523]"
2929,"[30, 32, 33, 48, 50, 51, 54, 56, 58, 59, 4523]"
2930,"[2420, 2462, 2600, 2810, 2853, 2954, 3104, 3114, 3152, 3315, 4320]"
2931,"[1492, 1499, 1580, 1600, 1608, 1636, 1659, 1692, 1828, 1849, 657, 5203, 4523]"
2932,"[4423, 795, 5338, 5058, 2786, 2314, 3357, 5270, 3492, 5121, 4523]"
2933,"[4925, 5364, 624, 1313, 1190, 2016, 4050, 2970, 2689, 3562, 1563, 4523, 4273, 1011, 5359]"
2934,"[1659, 1692, 1828, 1849, 1862, 1901, 1979, 2075, 2110, 2121, 3397, 2822]"
2935,"[5250, 3492, 796, 2448, 4860, 2663, 403, 5095, 5109, 1740, 4523, 4676, 4320]"
2936,"[723, 5431, 2756, 5327, 1115, 2529, 1667, 2010, 1681, 3163, 4523, 3663, 1381, 3634, 3335, 968, 4814]"
2937,"[4511, 4580, 1212, 1721, 388, 2055, 2803, 3544, 3918, 1169, 3033, 3602, 5256, 4922]"
2938,"[1692, 1828, 1849, 1862, 1901, 1979, 2075, 2110, 2121, 2131, 657, 5120]"
2939,"[1862, 1901, 1979, 2075, 2110, 2121, 2131, 2241, 2269, 2346, 4523]"
2940,"[2131, 2241, 2269, 2346, 2480, 2529, 2549, 2609, 2615, 2619, 4164, 2143]"
2941,"[906, 3922, 3426, 733, 3345, 2794, 3574, 4906, 5574, 3864, 4523]"
2942,"[680, 1149, 1567, 1952, 2793, 2870, 2919, 2946, 2986, 3068, 2963]"
2943,"[68, 73, 80, 84, 86, 89, 90, 91, 92, 95, 5122, 3588, 3865]"
2944,"[575, 578, 680, 803, 974, 1000, 1126, 1149, 1224, 1336, 2963, 167, 4523]"
2945,"[48, 50, 51, 54, 56, 60, 62, 66, 67, 69, 4523]"
2946,"[5057, 1822, 3622, 5550, 2051, 2513, 5371, 4867, 1435, 4235, 4523, 5128]"
2947,"[4564, 4623, 2921, 4293, 3582, 4613, 2865, 4004, 2736, 4988, 4523, 5122]"
2948,"[4945, 4946, 5319, 5528, 5529, 5635, 1361, 5492, 1774, 1310, 4523, 968, 3634, 3335, 4814]"
2949,"[4923, 2459, 647, 2960, 1720, 109, 4338, 934, 4552, 2918, 5182, 2883, 5047, 2046, 961, 4145, 2143, 3249]"
2950,"[67, 71, 77, 80, 83, 84, 85, 86, 89, 90, 657, 4523]"
2951,"[50, 51, 54, 56, 60, 66, 69, 71, 72, 75, 4523, 5023, 5186, 3602, 2565, 756]"
2952,"[89, 90, 91, 92, 95, 96, 98, 99, 101, 102, 657]"
2953,"[3315, 3439, 3460, 3473, 3511, 3640, 3650, 3651, 3697, 3705, 4523]"
2954,"[3439, 3460, 3473, 3511, 3640, 3650, 3651, 3697, 3705, 3785, 1711, 4523]"
2955,"[4398, 1835, 2807, 2974, 3326, 3330, 3852, 4323, 5062, 5367, 1309]"
2956,"[77, 83, 85, 91, 95, 96, 98, 99, 100, 101, 2491, 4523, 3634, 3335, 968, 4814]"
2957,"[396, 458, 474, 505, 521, 582, 595, 651, 701, 729, 4523, 3397, 2822]"
2958,"[60, 66, 69, 72, 75, 76, 78, 81, 82, 83, 4523, 2840]"
2959,"[683, 738, 830, 1109, 1194, 1196, 1201, 1433, 1590, 1599, 1309]"
2960,"[92, 96, 98, 99, 101, 102, 114, 116, 117, 118, 4663, 4523]"
2961,"[165, 4367, 648, 4035, 3793, 2099, 4954, 3899, 3418, 3047, 950]"
2962,"[102, 114, 116, 117, 118, 121, 122, 123, 129, 130, 2491, 5074]"
2963,"[3326, 3330, 2974, 3852, 4323, 4398, 5062, 5367, 114, 116, 1309]"
2964,"[578, 803, 974, 1126, 1224, 1336, 1390, 1535, 1567, 1639, 2963]"
2965,"[4128, 3107, 4528, 2920, 2318, 2128, 4130, 4578, 2984, 3488, 3826, 1824]"
2966,"[5090, 1040, 4141, 162, 5459, 1463, 192, 5602, 2877, 5102, 4523]"
2967,"[3768, 3883, 559, 561, 598, 684, 738, 867, 1109, 1194, 772]"
2968,"[77, 85, 100, 104, 108, 110, 111, 117, 118, 121, 4524, 772, 3735, 394]"
2969,"[4945, 4946, 5319, 5528, 5529, 5635, 490, 3171, 4076, 5421, 3616, 4265, 2963, 4801, 5182, 2883, 4523, 3602]"
2970,"[121, 122, 123, 129, 130, 131, 139, 141, 142, 148, 5074, 4523]"
2971,"[1461, 1088, 401, 730, 2923, 4665, 4255, 3982, 2857, 3197, 4523]"
2972,"[1758, 4491, 5364, 4726, 1774, 3813, 3268, 2838, 4667, 4455, 4523, 2386]"
2973,"[100, 104, 108, 110, 111, 122, 123, 125, 129, 130, 167, 4523]"
2974,"[4476, 4490, 1234, 3964, 3008, 3851, 5570, 1184, 2609, 3200, 657]"
2975,"[1327, 2804, 2327, 2339, 470, 2658, 1910, 2580, 4499, 2213, 4523, 5122, 1236, 475]"
2976,"[1952, 2793, 2870, 2919, 2946, 2986, 3068, 3256, 3278, 3769, 2963, 4523]"
2977,"[3439, 3460, 3473, 3511, 3640, 3650, 3651, 3697, 3705, 3785, 4523]"
2978,"[131, 139, 141, 142, 148, 152, 154, 162, 164, 166, 3588, 4523]"
2979,"[5319, 5528, 5635, 5157, 2627, 4565, 2913, 1093, 2226, 3449, 4320, 4523]"
2980,"[953, 2430, 2752, 3339, 3348, 3902, 4084, 4622, 4623, 4627, 3602, 825, 4618, 3033, 3347, 4523]"
2981,"[458, 474, 505, 521, 582, 595, 651, 701, 729, 764, 4523, 5203, 5128, 1061]"
2982,"[681, 688, 4952, 3580, 3031, 4445, 4384, 3699, 1806, 2991, 4523]"
2983,"[3785, 3812, 3813, 3892, 4005, 4034, 4177, 4193, 4221, 4231, 3602, 3397, 2822, 3886, 1423]"
2984,"[2610, 3486, 1229, 4998, 938, 764, 222, 4321, 891, 616, 4164, 4523]"
2985,"[1326, 2689, 3807, 1088, 4293, 4282, 1937, 2197, 4723, 5138, 4164, 4523]"
2986,"[3812, 3813, 3892, 4005, 4034, 4177, 4193, 4221, 4231, 4377, 4523, 848]"
2987,"[764, 765, 843, 845, 854, 872, 896, 898, 954, 966, 950, 4664]"
2988,"[4790, 3096, 2164, 5294, 5218, 5149, 1120, 4805, 126, 4500, 975, 3602]"
2989,"[72, 75, 76, 78, 81, 82, 93, 97, 104, 105, 4523]"
2990,"[2720, 4579, 1296, 419, 3691, 1392, 4772, 3483, 5471, 1003, 2143, 5010, 1158, 1546, 1236, 475, 4663]"
2991,"[1177, 3346, 1133, 3488, 2562, 3248, 5038, 4907, 5388, 649, 5128, 1150, 4523]"
2992,"[3902, 4084, 4622, 4623, 4627, 4695, 5149, 5392, 3768, 3883, 2430, 825, 4523]"
2993,"[4484, 3123, 5224, 2985, 1726, 3269, 3231, 2901, 2934, 4353, 4523]"
2994,"[2578, 4181, 4751, 666, 2729, 3873, 5256, 4315, 3281, 646, 4523]"
2995,"[108, 110, 111, 125, 131, 135, 138, 139, 140, 141, 4320, 4523, 3397, 2822, 1236]"
2996,"[76, 81, 82, 93, 97, 105, 106, 107, 112, 115, 4523]"
2997,"[867, 1284, 1546, 1593, 1621, 1830, 2092, 2130, 2545, 2744, 4523]"
2998,"[93, 97, 105, 106, 107, 112, 115, 119, 125, 126, 3844, 2143, 5010, 3602, 2790]"
2999,"[653, 4191, 2044, 1043, 4911, 3098, 3750, 2457, 4727, 1946, 4523]"
3000,"[106, 107, 112, 115, 119, 126, 133, 134, 135, 136, 4523]"
3001,"[278, 596, 749, 882, 1253, 1489, 1745, 1746, 1826, 2046, 1546, 3235]"
3002,"[4319, 4320, 42, 1060, 2391, 3066, 3763, 1231, 2785, 2856]"
3003,"[2963, 2391, 42, 1060, 1231, 2785, 2856, 3066, 3763, 4253]"
3004,"[632, 4756, 1791, 2972, 266, 665, 667, 5279, 5380, 1631, 2147]"
3005,"[4841, 802, 310, 4136, 3171, 3229, 2152, 964, 3239, 2337, 5295, 4798, 5120, 4627, 1889, 4263, 1073, 4834]"
3006,"[5029, 756, 4492, 775, 4779, 657, 975, 1011, 1078, 1563, 1109, 2883, 5023, 79]"
3007,"[2777, 4278, 20, 1379, 3306, 4005, 1925, 5199, 2031, 3934, 2143, 758, 1115, 2491, 394, 1640, 2868, 729]"
